UniqueCount	AmbigCount
0	78
0	0
0	0
1	0
20	859
1	643
0	220
29	151
0	2
5	41
0	0
26	0
4	0
20	0
0	106
0	116
0	85
0	116
24	117
0	113
0	114
9	5
0	14
0	116
0	0
0	85
0	5
0	0
0	6
0	116
0	100
0	3
0	105
0	103
1	0
2	3
0	106
1	37
6	6
0	8
0	34
0	16
0	18
0	7
0	3
0	3
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1262
0	1193
0	864
0	864
0	863
0	1081
0	1151
0	1023
0	306
1	0
0	49
0	757
0	754
3	306
8	65
0	0
0	0
0	0
2	1029
0	910
0	113
0	727
0	897
0	859
0	936
0	855
0	975
0	920
9	19
0	106
0	10
0	3
0	95
0	7
0	18
0	237
2	79
2	162
7	59
0	5
1	5
58	829
0	0
4	0
0	0
0	0
0	49
0	49
41	491
0	12
0	46
0	39
0	440
2	440
0	414
0	187
0	9
0	118
0	42
0	23
2	111
2	77
0	18
0	99
15	130
0	66
0	62
0	42
0	1
0	5887
11	6674
0	6835
12	819
1	2299
13	1435
0	1875
1	889
0	19
0	102
1	0
0	2
0	2
3	2
0	0
0	6
0	6
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	5
0	0
0	0
1	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	4
0	0
0	0
0	0
0	0
0	0
0	0
1	531
0	58
4	1
1	27
0	27
0	34
0	463
0	50
0	449
0	98
0	140
0	120
0	140
0	120
0	128
0	168
0	129
0	76
0	50
2	115
0	11
0	407
0	128
0	347
4	246
0	37
3	11
6	0
2	0
0	35
1	57
0	97
0	95
0	74
23	107
0	44
0	97
0	95
3	98
3	89
0	37
0	83
0	0
0	0
0	0
574	53
0	0
0	13
2	40
0	0
0	0
0	18
0	15
0	18
0	3
2	9
0	3
11	13
0	13
8	3
0	2
0	0
0	0
15	0
0	0
6	0
1	1041
0	88
0	1331
0	384
0	7
3	1071
0	371
64	610
3	619
1	163
0	165
0	136
0	123
0	8
0	3
0	1
0	1
0	2
84	13
0	1169
1	995
0	989
0	1267
4	896
22	597
0	279
0	0
2	0
0	227
0	161
0	130
0	31
0	21
3	3
2	4
5	28
0	79
0	14
0	5
0	18
2	0
0	0
0	0
0	8
0	0
5	6
0	2
5	14
0	0
0	14
0	21
4	21
0	21
0	14
0	65
0	46
0	21
0	27
17	14
32	47
0	59
0	10
0	16
0	0
1	11
1	6
1	0
0	35
0	35
0	283
0	287
0	291
0	285
0	48
0	286
0	44
0	2
0	2
0	4
0	281
2	2
0	279
0	0
0	2
0	2
0	2
0	0
0	0
0	1
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	14
0	2
0	16
9	16
0	14
0	9
0	0
0	11
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
36	192
0	192
1	189
1	50
2	17
0	49
6	142
4	0
43	30
0	26
0	1
0	20
0	1
0	3
0	2
0	0
2	0
179	452
0	452
11	101
2	101
48	19
0	63
0	22
0	12
0	8
0	58
0	34
1	4
0	16
0	15
0	13
0	15
0	16
0	14
0	13
0	13
0	12
0	15
1	9
0	2
0	13
0	5
0	0
0	0
0	32
0	2
0	81
0	70
0	90
0	191
0	58
1	2
0	98
0	2
0	131
0	136
0	173
0	165
0	77
0	108
0	92
0	86
0	120
0	135
0	95
0	17
0	34
0	6
0	93
0	83
3	24
0	72
0	5
0	0
1	1
0	0
0	0
0	4
0	2
1	4
0	0
385	74
2	74
1	19
0	0
0	0
0	403
0	436
0	463
0	463
0	396
1	452
0	452
8	425
0	416
0	419
0	414
0	454
0	461
0	388
0	390
0	392
0	5
0	349
0	207
2	344
2	92
0	10
0	140
0	72
0	48
0	32
0	1
0	68
2	68
0	68
0	68
2	68
0	67
0	67
0	67
0	2
0	31
2	175
34	161
1	175
0	2
0	2
8	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	34
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	16
0	16
0	0
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	21
0	74
0	83
0	79
0	74
0	0
0	3
9	4
0	47
0	4
0	8
0	8
0	30
0	30
0	30
0	2
0	2
0	1
0	3
0	0
0	8
0	3
0	6
0	28
0	7
0	0
0	12
0	29
0	5
0	18
0	29
0	5
0	27
1	9
0	5
0	15
0	28
0	4
0	5
2	33
0	3
0	1
0	29
0	29
0	15
0	13
0	5
0	0
0	27
0	5
0	12
0	22
0	2
0	1
0	2
0	18
0	19
0	20
0	3
0	1
0	3
0	3
0	2
0	0
1	2716
1037	4963
100	4919
2	4914
0	3623
2	3018
0	2714
0	2714
0	0
48	3
19	179
0	2
12	9
47	188
0	1
2	0
0	39
16	38
477	742
0	12
1	717
5	430
4	3
0	0
0	0
0	0
675	0
1	562
0	531
0	531
30	531
0	487
0	487
0	562
0	562
0	321
0	5
0	0
5	80
0	70
0	71
3845	127
0	97
8	12
0	620
12	319
0	5
0	15
0	90
0	2
0	1
0	168
0	230
0	119
0	1
0	338
0	29
0	65
0	121
0	201
2	97
0	0
0	0
0	77
0	96
0	160
89	216
0	97
0	94
0	82
0	37
0	27
0	21
0	24
3	66
0	20
0	66
0	72
3	10
1	53
0	15
0	8
12	49
0	7
4	657
2	901
2	937
0	937
0	937
0	919
0	940
0	937
0	937
0	931
1	948
1	948
0	948
0	949
0	932
0	455
0	706
5	300
7	39
0	65
0	13
0	12
0	41
1	125
0	129
0	42
0	45
0	46
0	0
222	59
0	34
0	23
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	139
4	41
3	37
0	30
25	91
1	38
0	68
0	21
0	416
28	381
0	123
0	47
0	121
0	41
163	13
0	13
12	54
3	0
0	48
12	14
0	36
0	28
0	25
0	12
4	375
0	217
6	732
1	545
0	103
0	229
0	145
0	57
0	160
0	137
0	74
0	0
0	0
0	0
0	0
0	0
0	0
1	32
0	0
0	100
2	65
7	124
0	141
1	63
0	88
0	114
1	103
0	21
0	19
0	16
0	1
0	2
0	4
0	5
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1052	292
77	292
3	139
4	0
3	16
1	109
0	112
0	112
2	107
0	8
1	7
0	0
0	10
0	0
0	0
0	0
0	0
0	19
0	19
0	0
0	0
0	0
0	0
0	1260
20	280
0	1472
0	847
28	1449
4	788
0	1390
0	1330
5	768
0	523
0	0
4	0
0	13
0	0
0	17
868	621
33	588
0	268
3	132
6	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
2	1044
6	1044
5	888
0	46
0	284
0	598
0	44
7	326
2	5
0	34
0	17
0	14
3	14
0	40
0	192
3	192
0	9
0	1
0	0
0	58
0	0
0	0
0	0
0	0
0	0
0	19
0	4
0	0
0	0
0	0
0	0
0	23446
40	18284
0	19258
0	20172
0	18394
0	7619
0	7144
0	6586
1	2923
1	5925
0	2029
0	1763
0	1756
11	2421
26	2543
2	3
0	0
0	0
0	0
1	10
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
12	7
0	0
4	3
0	3
0	3
0	3
0	5
0	5
0	5
0	2
0	0
717	25
8	0
0	7
179	10
0	0
0	0
0	0
0	0
2	9
6	29
0	29
3	29
4	8
0	20
173	259
0	245
0	146
429	260
0	158
0	260
0	176
0	0
3	2
0	2
0	1
0	0
0	0
10	31
0	0
2	50
11	10
0	48
0	2
0	6
2	253
0	243
0	243
5	0
0	134
0	134
0	3
0	11
0	0
0	0
7	0
19	7497
0	7473
14	2302
206	6311
0	7541
1	468
0	0
1	2
0	0
98	227
3	227
7	160
1	79
0	0
0	0
15	34
167	277
0	252
3	259
0	13
1	1
15	89
0	249
40	324
0	8
3	21
0	0
0	0
0	0
0	45
3	4
1	4
11	747
0	941
0	940
4	88
0	13
0	64
1	74
0	25
2	119
0	13
0	0
0	0
0	0
0	738
69	731
0	590
0	736
0	720
0	640
2	614
0	613
0	0
0	19
0	33
0	33
0	89
0	9
0	0
0	22
0	14
0	0
0	1
0	13
0	0
0	13
0	13
0	7
0	1367
2	2
285	2254
0	1074
0	399
1	1126
17	473
0	67
0	607
1	193
1	0
3	14
0	5
0	45
0	18
0	0
0	48
0	5
2	36
0	39
0	29
0	0
696	346
1	267
46	328
1	4
0	0
311	71
0	71
2	0
0	0
0	0
98	225
0	22
0	8
7	195
0	3
10	157
3	42
1	16
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	604
0	1766
2	713
1	759
0	1467
0	187
1	625
1	634
1	1948
0	446
0	1015
0	744
0	361
0	651
0	706
0	764
0	573
0	740
0	34
0	552
0	380
0	360
0	107
0	27
0	14
0	452
0	137
0	22
0	5
0	6
0	185
0	1
0	766
0	63
0	2
0	6
0	6
0	0
0	0
1	0
0	0
9	17
0	17
2	114
104	202
1	39
0	57
0	86
0	23
0	784
38	855
18	285
0	3
16	97
0	156
0	22
0	17
1	3
2	42
0	58
3	0
3	0
0	0
11	621
528	701
0	124
0	79
0	99
1	80
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
157	32
0	27
0	8
3	6
0	0
3	0
0	0
6	4
0	0
0	4
0	0
3	5
2	2
27	646
19	646
10	225
0	160
0	3
4	2
1	340
0	73
0	396
0	379
0	96
3	103
0	342
0	78
1	54
26	64
0	29
0	40
0	91
0	91
0	61
0	49
0	66
0	42
2	50
0	36
0	12
4	6
0	290
1	257
1	201
11	86
8	668
0	331
1	622
0	296
0	205
0	209
0	201
0	256
0	107
3	59
0	0
0	3
0	0
0	0
0	0
0	0
2	0
0	6
0	238
0	217
0	215
0	230
0	78
0	67
0	77
0	76
0	65
0	73
1	54
0	18
0	9
0	17
0	12
1	2
0	7
0	0
4	0
1	221
0	226
1	14
3	94
0	88
0	14
0	14
0	15
2	9
4	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
1	2
0	1
0	0
0	0
88	568
0	567
9	469
0	515
0	226
437	1801
0	364
0	383
2	111
1	417
0	142
6	911
1	0
0	2351
0	2350
1	2360
1	683
9	2286
2	1326
0	253
0	174
0	195
0	2345
0	2441
0	2327
16	364
0	2233
0	2161
0	2344
0	59
0	2362
0	75
0	184
0	2372
0	2359
0	2382
0	2373
0	2371
0	2457
0	206
0	2191
0	101
1	2023
52	1984
0	1252
0	1135
0	0
0	46
11	106
2	93
0	94
0	12
3	51
0	44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
1	1635
0	1650
0	1
0	16
0	1394
0	433
0	375
0	80
0	152
0	81
0	875
0	788
0	378
0	1
0	51
0	51
6	507
26	41
1	58
1	40
0	1
0	0
1704	331
16	118
3	298
32	88
0	0
0	0
12	0
0	0
0	0
0	0
0	0
2	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	894
0	888
0	882
0	884
0	33
0	231
0	175
2	429
0	385
0	174
0	363
0	216
0	0
0	0
0	0
0	0
1	48
0	865
1	822
1	69
0	19
0	1
0	862
0	835
0	14
0	5
0	23
0	13
0	0
0	0
0	18
0	18
7	40
0	20
0	169
0	4
0	169
1	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	55
1	55
0	14
4	7
0	1
5	4
0	214
2	209
0	32
3	209
0	213
0	198
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	16
0	3
794	235
1	235
0	10
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	81
0	89
0	81
0	81
0	20
0	49
0	33
0	27
0	11
0	11
0	7
0	167
0	466
0	484
0	173
0	483
0	84
0	16
0	9
0	31
0	27
0	0
0	0
14	3
1	5
1	51
0	0
0	0
696	261
0	29
0	8
0	169
0	7
2	0
0	189
0	0
0	932
43	881
0	184
0	917
0	166
0	0
0	0
0	0
10	6
0	4
0	2
0	0
0	0
0	0
0	21
0	33
0	24
0	20
0	2366
0	16
0	30
0	164
0	54
7	2367
2	53
18	340
0	700
0	140
8	194
0	207
1	899
0	192
10	0
2	286
1599	389
0	47
0	68
2	24
0	104
0	0
0	35
0	36
0	218
0	178
0	205
0	46
3	3
0	16
0	3
2	8
0	5
3	43
0	37
0	20
0	60
0	49
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	2
0	0
0	8
0	0
0	2
0	2
0	0
16	15
0	15
1318	465
8	130
0	143
0	192
2	0
3	0
0	0
0	62
18	62
0	20
0	11
0	5
0	7
1	4
4	5
1	5
52	21
20	1
1	1
0	70
131	107
0	52
0	52
2	60
0	37
7	280
114	1422
0	177
12	1444
0	115
0	203
0	285
76	1417
0	207
0	33
0	0
4	0
0	0
0	0
0	1
0	0
0	95
0	325
1	712
12	0
3	662
0	74
0	54
0	590
0	319
9	678
0	127
1	27
10	0
10	21
0	11
0	13
4	3
1	1
0	1
0	52
0	6
0	9
1	3
0	0
0	0
0	0
0	4
69	2408
0	512
4	1968
4	9
7	100
64	87
73	14
0	0
1	64
0	79
1	82
18	86
5	31
7	22
5	4
0	8
4	32
0	0
0	0
0	258
0	0
0	0
17	1
0	0
0	0
0	5
37	46
0	34
0	27
0	18
0	0
34	12
0	12
1	2
4	3
2	3
0	5
0	8
0	0
0	0
2	25
0	31
3	21
0	35
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
8	8
0	8
0	6
1	5
1	5
0	8
0	0
0	0
3	454
0	900
38	264
6	595
6	491
0	306
0	0
0	0
0	648
0	718
0	723
0	388
0	282
0	132
0	132
0	75
0	7
0	37
2	126
0	65
0	62
2	32
0	19
78	741
4	139
0	139
0	495
0	295
0	209
0	200
0	43
10	25
0	12
2	13
0	13
172	16
5	16
0	0
66	247
8	20
0	221
28	226
440	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	2
1789	996
0	263
0	731
2	174
5	163
0	0
1	144
0	143
0	119
4	7
4	10
0	43
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	209
0	508
1	475
0	334
6	23
2	32
0	0
0	0
602	122
0	30
0	122
1	93
16	199
561	2476
4	1076
15	160
0	136
0	19
0	266
0	39
0	75
1	56
1	231
1	428
0	848
0	23
0	19
1	573
0	0
1	0
75	865
1	315
2	843
4	649
1	103
1	78
0	44
0	163
0	78
0	40
4	57
0	54
3	27
430	24
0	6
0	17
0	0
1	0
0	64
0	64
0	0
1	0
0	0
87	284
0	279
0	92
7	19
1	79
0	0
0	127
0	128
0	105
0	118
0	66
7	6
0	2711
0	2436
0	2530
2	1825
0	2506
0	2462
1	2135
0	2371
0	1729
0	1602
0	1006
0	373
0	273
0	153
4	52
0	0
0	257
14	266
15	378
0	19
0	11
7	17
0	260
0	258
4	125
0	1
0	251
0	0
0	0
0	1132
0	312
0	348
0	317
0	1226
0	307
0	1226
4	1226
0	312
0	1226
0	294
0	1227
0	344
0	1226
0	494
0	462
0	312
1	0
0	0
0	111
0	101
0	75
0	0
1	32
2	35
0	0
0	6
0	0
0	0
119	18
0	5
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
1	2
1	3
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1161	652
5	652
563	0
0	0
0	0
1	616
44	616
152	1172
12	1156
0	1011
0	0
313	297
14	3531
0	3515
1	78
0	349
1	289
0	0
0	2
0	2
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	125
0	125
0	118
0	0
0	4
1	4
1	0
0	0
1	1853
0	1843
52	1130
0	353
6	131
0	235
3	778
4	636
24	636
4	642
4	51
0	7
0	63
1	0
0	1885
0	2286
0	2224
18	2253
0	2250
0	139
1	194
0	0
4	677
0	447
8	168
0	105
0	0
22	2
0	0
0	0
0	0
0	0
0	0
0	1
0	2378
0	2377
2	1530
0	1863
6	126
0	1328
0	1382
1	923
2	147
0	279
0	159
0	35
2	20
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	52
0	0
0	73
0	3
3	171
25	7
0	4
0	154
0	11
0	163
1	76
0	3
0	74
3	39
0	17
0	0
0	0
0	3
0	3
0	3
0	3
0	1
0	3
0	0
0	36
0	36
3	37
0	32
0	37
0	32
0	32
0	30
0	7
0	3
0	0
0	0
0	0
0	1257
0	1194
22	723
0	29
2	1100
2	43
0	98
0	101
0	124
0	91
8	387
0	229
0	45
0	56
0	21
0	0
24	4
0	2
0	4
1804	2456
11	1186
10	57
0	295
0	460
1	1
0	240
6	72
0	25
0	46
1	20
0	6
0	236
2	184
0	47
0	49
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	14
0	20
0	18
0	8
0	8
0	13
1	18
5	0
0	18
11	8
8	8
0	5
0	4132
1	4036
26	4039
11	1051
0	1235
0	4186
0	371
0	197
8	1209
0	887
5	1696
3	0
0	1
0	1
0	0
70	6
50	8
0	8
1	0
0	0
1	3
2	0
0	89
0	617
0	576
0	614
0	73
0	0
1	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	209
0	691
218	930
25	939
0	639
0	208
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	996
0	1032
54	952
0	35
0	352
43	141
0	14
0	0
0	0
3	2405
0	2405
1	1267
12	510
1	22
0	0
0	0
0	0
4	0
0	0
0	24
0	13
0	14
1	15
0	24
0	0
1	15
0	1
0	218
0	3979
4	3386
0	3417
0	1313
14	3973
0	2384
0	3657
0	3642
0	1570
2	1284
1	1536
0	55
79	435
0	435
0	2
0	0
0	5
20	5
0	0
0	5
0	2
0	0
0	0
14	26
0	26
0	2
0	2
0	2
0	1
0	0
0	77
0	126
0	47
0	12
0	92
0	76
6	28
0	11
0	3
0	24
0	6
0	0
3	5
0	0
1	0
50	679
0	248
27	431
2	0
0	0
0	0
0	0
148	15884
84	8327
0	16654
3	16083
5	15980
0	14700
0	15
0	18
0	16
0	8
0	2
3	1064
0	1064
0	771
0	53
46	221
3	57
0	191
65	932
0	175
0	196
0	290
0	362
1	369
1	211
0	94
1	799
0	536
0	444
0	345
3	433
0	111
3	368
5	15
0	202
0	215
0	86
0	193
0	199
0	127
0	26
16	33
2	55
0	25
0	443
1	393
0	352
0	209
0	182
0	40
6	154
1	37
0	20
394	0
8	21
0	0
0	0
0	0
0	2
0	837
0	63
0	679
23	848
0	38
12	825
0	556
0	529
0	432
2	496
0	102
0	515
0	466
0	688
89	524
0	439
5	379
0	286
0	32
1	66
3	2
0	0
0	0
0	13
4	18
0	0
0	10
0	0
49	0
97	119
0	58
0	56
0	28
8	12
0	0
0	0
9	819
1	482
0	55
0	803
4	81
0	508
0	466
0	8
0	25
0	324
0	311
0	311
41	325
9	68
1	67
0	36
2	7
1	18
3	11
8	0
0	2
0	1602
0	1568
0	80
4	187
20	296
0	38
7	59
0	0
0	0
0	0
0	0
0	0
4	139
0	139
111	165
0	139
2	133
0	66
0	154
0	26
0	56
1	13
0	47
0	0
0	9
0	9
0	0
0	0
0	0
0	86
1	78
0	72
0	279
0	56
7	128
0	2200
6	2243
3	97
0	1925
0	2023
0	1322
0	188
0	54
0	187
0	368
0	432
30	54
0	71
0	5
6	173
0	226
0	0
0	281
0	806
0	17
359	806
0	0
0	33
0	33
0	19
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
619	581
1	548
0	30
5	27
8	24
0	0
0	149
0	393
0	223
0	144
0	153
2	317
4	313
1	219
0	82
0	80
1	42
0	191
0	56
2	22
0	19
0	20
0	8
0	1
0	4
1	4
11	2
3	0
0	0
0	3
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	30
0	4
10	1192
0	287
3	1219
365	1266
13	103
0	4
0	3
0	0
0	3
0	0
0	0
0	3
0	3
0	3
0	0
0	0
0	43
0	392
5	488
0	482
2	11
26	531
0	5
14	520
1	111
1	46
1	85
2	94
0	0
0	28
0	30
0	20
0	4
1	26
0	1
0	2
0	6
0	0
0	2224
0	2234
4	2173
0	1690
0	253
0	46
0	50
0	0
0	0
4	0
0	78
0	67
0	71
1	302
0	28
0	76
0	332
9	53
0	50
0	113
0	83
2	126
0	284
1	19
0	71
0	300
0	58
0	93
1	43
24	300
39	273
0	84
8	226
0	1
0	43
0	1
12	42
3	0
18	2155
68	2155
0	0
29	4
0	481
0	646
1	633
22	409
0	610
0	603
0	420
0	171
0	0
0	0
0	0
89	470
0	461
0	61
0	40
0	1
0	11
0	22
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	9
0	9
0	0
0	0
0	0
0	0
0	18
0	2
1	18
0	18
0	103
0	0
0	0
0	0
0	0
0	1
0	0
0	0
1	1
7	85
0	85
1	44
0	18
0	316
4	9
4	303
3	55
0	300
0	307
1	28
2	46
0	34
0	25
1	4
0	16
0	2
0	2
0	2
0	0
0	0
0	0
6	13
0	29
0	139
0	214
0	214
0	1
0	162
0	121
2	0
2	11
0	0
1610	7430
12	7430
18	27
0	120
0	28
0	122
0	35
0	117
0	34
0	35
0	33
0	113
0	10
0	11
0	9
0	3
0	4
0	3
0	0
0	0
1	0
13	536
0	540
0	38
0	26
0	495
0	83
0	36
1	96
0	94
0	82
0	3
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	550
0	85
2	550
0	5
0	32
1	115
0	65
5	81
0	25
2	537
2	76
0	58
0	62
0	74
0	84
0	27
0	73
0	82
0	60
16	78
0	29
0	60
0	36
0	460
2	15
0	15
0	0
0	0
13	747
0	19
0	93
0	229
0	117
0	558
0	718
2	523
0	587
1	102
0	0
3	4
0	33
0	873
0	28
0	819
0	746
1	83
0	854
0	46
3	489
7	817
0	21
0	724
3	5
0	75
0	41
0	0
0	66
1	10
0	163
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	1841
1	1994
0	338
0	1337
0	117
0	1545
0	865
0	1980
0	93
4	5
1	105
25	26
0	271
0	850
0	133
0	646
